Event,Site,Date,White,Black,Result,UTCDate,UTCTime,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,Variant,TimeControl,ECO,Termination
Rated bullet game,https://lichess.org/Xbm2Lyyv,2019.02.06,thomas123456,Preciouspawn,1-0,2019.02.06,10:51:10,1496,1507,+10,-11,Standard,120+1,C52,Time forfeit
Rated bullet game,https://lichess.org/nqmWkNXG,2019.02.06,thomas123456,Sonejka,1-0,2019.02.06,10:45:28,1487,1437,+9,-9,Standard,120+1,B00,Time forfeit
Rated bullet game,https://lichess.org/E9t6mZw8,2019.02.06,Deep42,thomas123456,0-1,2019.02.06,08:32:19,1493,1476,-11,+11,Standard,120+1,C45,Time forfeit
Rated bullet game,https://lichess.org/J3cTQdkF,2019.02.05,rautor,thomas123456,0-1,2019.02.05,18:37:39,1423,1467,-9,+9,Standard,120+1,C45,Normal
Rated bullet game,https://lichess.org/Itenov7z,2019.02.05,thomas123456,rautor,1-0,2019.02.05,18:33:59,1457,1433,+10,-10,Standard,120+1,C57,Normal
Rated bullet game,https://lichess.org/B0RpX7nm,2019.02.05,rautor,thomas123456,1-0,2019.02.05,18:27:27,1421,1469,+12,-12,Standard,120+1,C44,Normal
Rated bullet game,https://lichess.org/jzGFKXji,2019.02.05,thomas123456,rautor,1-0,2019.02.05,18:22:28,1459,1431,+10,-10,Standard,120+1,C44,Normal
Rated bullet game,https://lichess.org/MjXz0Ax7,2019.02.05,rautor,thomas123456,1-0,2019.02.05,18:18:01,1419,1471,+12,-12,Standard,120+1,C44,Normal
Rated bullet game,https://lichess.org/NzpmFAg9,2019.02.05,thomas123456,rautor,0-1,2019.02.05,18:14:24,1484,1407,-13,+12,Standard,120+1,C50,Normal
Rated bullet game,https://lichess.org/i5uMlG7U,2019.02.05,rautor,thomas123456,1-0,2019.02.05,18:08:52,1393,1497,+14,-13,Standard,120+1,C44,Normal
Rated bullet game,https://lichess.org/chLywGSe,2019.02.05,thomas123456,rautor,1-0,2019.02.05,18:04:33,1489,1401,+8,-8,Standard,120+1,B00,Normal
Rated bullet game,https://lichess.org/axJPfinK,2019.02.05,rautor,thomas123456,0-1,2019.02.05,18:01:26,1409,1481,-8,+8,Standard,120+1,C20,Normal
Rated bullet game,https://lichess.org/2ccSLWTq,2019.02.05,thomas123456,rautor,1-0,2019.02.05,17:57:52,1472,1418,+9,-9,Standard,120+1,C50,Normal
Rated bullet game,https://lichess.org/m1WPwNAK,2019.02.05,rautor,thomas123456,0-1,2019.02.05,17:55:02,1427,1463,-9,+9,Standard,120+1,C45,Normal
Rated bullet game,https://lichess.org/in1Oopty,2019.02.05,thomas123456,rautor,0-1,2019.02.05,17:52:22,1475,1415,-12,+12,Standard,120+1,B00,Normal
Rated bullet game,https://lichess.org/5IU0VWU6,2019.02.05,rautor,thomas123456,0-1,2019.02.05,17:47:44,1424,1466,-9,+9,Standard,120+1,C50,Normal
Rated bullet game,https://lichess.org/cedt4x70,2019.02.05,pjungwir,thomas123456,0-1,2019.02.05,17:43:32,1419,1456,-10,+10,Standard,120+1,C70,Time forfeit
Rated bullet game,https://lichess.org/ZvMMCWZk,2019.02.05,thomas123456,pjungwir,0-1,2019.02.05,17:38:40,1469,1406,-13,+13,Standard,120+1,C00,Time forfeit
Rated bullet game,https://lichess.org/DFCsJZ8i,2019.02.05,LeonardoLema,thomas123456,0-1,2019.02.05,17:33:17,1426,1459,-9,+10,Standard,120+1,D37,Normal
Rated bullet game,https://lichess.org/8brnadiP,2019.02.05,thomas123456,prensesindedesi,1-0,2019.02.05,17:28:31,1448,1460,+11,-11,Standard,120+1,B00,Normal
Rated bullet game,https://lichess.org/zxfN5b0C,2019.02.05,thomas123456,MiltonMDQ,1-0,2019.02.05,17:27:34,1443,1253,+5,-6,Standard,120+1,C41,Normal
Rated bullet game,https://lichess.org/gyZwF005,2019.02.05,MiltonMDQ,thomas123456,0-1,2019.02.05,17:21:26,1259,1437,-6,+6,Standard,120+1,C68,Time forfeit
Rated bullet game,https://lichess.org/x0z2qosu,2019.02.05,thomas123456,MiltonMDQ,1-0,2019.02.05,17:18:54,1431,1265,+6,-6,Standard,120+1,C41,Normal
Rated bullet game,https://lichess.org/uMBBFoSq,2019.02.05,MiltonMDQ,thomas123456,0-1,2019.02.05,17:16:30,1272,1425,-7,+6,Standard,120+1,C62,Normal
Rated bullet game,https://lichess.org/U9WsFJnq,2019.02.05,thomas123456,MiltonMDQ,1-0,2019.02.05,17:11:25,1418,1278,+7,-6,Standard,120+1,C41,Time forfeit
Rated bullet game,https://lichess.org/2kAXs0UA,2019.02.05,MiltonMDQ,thomas123456,1/2-1/2,2019.02.05,17:05:56,1274,1422,+4,-4,Standard,120+1,C68,Normal
Rated bullet game,https://lichess.org/Md8JXbTd,2019.02.05,thomas123456,MiltonMDQ,1-0,2019.02.05,17:00:08,1416,1281,+6,-7,Standard,120+1,C41,Time forfeit
Rated bullet game,https://lichess.org/axTfwYaB,2019.02.05,MiltonMDQ,thomas123456,0-1,2019.02.05,16:54:34,1289,1409,-8,+7,Standard,120+1,C68,Time forfeit
Rated bullet game,https://lichess.org/Wmm0j9pp,2019.02.05,Kamil81,thomas123456,1-0,2019.02.05,16:50:31,1375,1420,+12,-11,Standard,120+1,C50,Normal
Rated bullet game,https://lichess.org/TFh0Npmg,2019.02.05,Navkanth,thomas123456,0-1,2019.02.05,16:45:45,1432,1409,-11,+11,Standard,120+1,C50,Normal
Rated bullet game,https://lichess.org/OrgmXBpb,2019.02.05,thomas123456,Navkanth,0-1,2019.02.05,16:44:01,1420,1422,-11,+10,Standard,120+1,C58,Normal
Rated bullet game,https://lichess.org/2tyY3hJR,2019.02.05,thomas123456,cem1,1-0,2019.02.05,16:27:44,1409,1426,+11,-11,Standard,120+1,B06,Time forfeit
Rated bullet game,https://lichess.org/vgQ5dyyb,2019.02.05,cem1,thomas123456,1-0,2019.02.05,16:26:20,1415,1419,+11,-10,Standard,120+1,C62,Normal
Rated bullet game,https://lichess.org/KQFbCven,2019.02.05,thomas123456,cem1,1-0,2019.02.05,16:21:21,1408,1426,+11,-11,Standard,120+1,B32,Time forfeit
Rated bullet game,https://lichess.org/LrOKL48h,2019.02.05,cem1,thomas123456,1-0,2019.02.05,16:16:24,1416,1419,+10,-11,Standard,120+1,C68,Normal
Rated bullet game,https://lichess.org/56DbB0lS,2019.02.05,thomas123456,cem1,1-0,2019.02.05,16:11:14,1408,1427,+11,-11,Standard,120+1,B06,Time forfeit
Rated bullet game,https://lichess.org/6JaX0fMp,2019.02.05,cem1,thomas123456,1-0,2019.02.05,16:09:10,1416,1418,+11,-10,Standard,120+1,C54,Normal
Rated bullet game,https://lichess.org/5OCxDXSw,2019.02.05,thomas123456,cem1,1-0,2019.02.05,16:04:48,1407,1427,+11,-11,Standard,120+1,B06,Time forfeit
Rated bullet game,https://lichess.org/UvB9nvRO,2019.02.05,cem1,thomas123456,1-0,2019.02.05,16:01:17,1417,1418,+10,-11,Standard,120+1,C68,Normal
Rated bullet game,https://lichess.org/R2JBC0hP,2019.02.05,thomas123456,beyazinbeyazfili,0-1,2019.02.05,15:53:03,1425,1527,-7,+8,Standard,120+1,A06,Normal
Rated bullet game,https://lichess.org/MLwYRyp8,2019.02.05,thomas123456,blessingtope12,0-1,2019.02.05,14:47:03,1432,1559,-7,+7,Standard,120+1,B03,Normal
Rated bullet game,https://lichess.org/ArIwnaab,2019.02.05,blessingtope12,thomas123456,1-0,2019.02.05,14:44:53,1552,1440,+7,-8,Standard,120+1,C45,Normal
Rated bullet game,https://lichess.org/ZzSzIgjQ,2019.02.05,thomas123456,blessingtope12,1-0,2019.02.05,14:41:17,1425,1566,+15,-14,Standard,120+1,C00,Normal
Rated bullet game,https://lichess.org/PbtvqEmX,2019.02.05,blessingtope12,thomas123456,1-0,2019.02.05,14:38:54,1559,1432,+7,-7,Standard,120+1,A03,Normal
Rated bullet game,https://lichess.org/WobL5Kk2,2019.02.05,thomas123456,blessingtope12,0-1,2019.02.05,14:32:45,1439,1552,-7,+7,Standard,120+1,C00,Time forfeit
Rated bullet game,https://lichess.org/L8WUnc0e,2019.02.05,blessingtope12,thomas123456,1-0,2019.02.05,14:31:02,1545,1447,+7,-8,Standard,120+1,A21,Normal
Rated bullet game,https://lichess.org/xuYCqrPi,2019.02.05,thomas123456,blessingtope12,0-1,2019.02.05,14:25:19,1455,1536,-8,+9,Standard,120+1,B00,Time forfeit
Rated bullet game,https://lichess.org/EgAyVwe3,2019.02.05,blessingtope12,thomas123456,1-0,2019.02.05,14:19:39,1528,1463,+8,-8,Standard,120+1,D02,Time forfeit
Rated bullet game,https://lichess.org/li8DHOqC,2019.02.05,thomas123456,blessingtope12,0-1,2019.02.05,14:17:05,1472,1519,-9,+9,Standard,120+1,B02,Normal
Rated bullet game,https://lichess.org/4rLs8wmb,2019.02.05,blessingtope12,thomas123456,1-0,2019.02.05,14:13:20,1509,1482,+10,-10,Standard,120+1,C30,Normal
Rated bullet game,https://lichess.org/b8dQ5oKr,2019.02.05,thomas123456,blessingtope12,1-0,2019.02.05,14:09:01,1470,1521,+12,-12,Standard,120+1,C00,Normal
Rated bullet game,https://lichess.org/8KduPBPF,2019.02.05,blessingtope12,thomas123456,0-1,2019.02.05,14:05:42,1534,1457,-13,+13,Standard,120+1,C96,Normal
Rated bullet game,https://lichess.org/sbZL9dTi,2019.02.05,thomas123456,blessingtope12,0-1,2019.02.05,14:01:42,1466,1525,-9,+9,Standard,120+1,C42,Normal
Rated bullet game,https://lichess.org/FKqfRADG,2019.02.05,blessingtope12,thomas123456,0-1,2019.02.05,13:57:20,1538,1453,-13,+13,Standard,120+1,C44,Normal
Rated bullet game,https://lichess.org/zCLSeDo3,2019.02.05,thomas123456,blessingtope12,0-1,2019.02.05,13:52:33,1462,1530,-9,+8,Standard,120+1,B02,Time forfeit
Rated bullet game,https://lichess.org/rBiMYWPd,2019.02.05,blessingtope12,thomas123456,1-0,2019.02.05,13:46:30,1520,1470,+10,-8,Standard,120+1,D37,Normal
Rated bullet game,https://lichess.org/WvxiKU20,2019.02.05,thomas123456,blessingtope12,0-1,2019.02.05,13:41:06,1480,1511,-10,+9,Standard,120+1,B02,Normal
Rated bullet game,https://lichess.org/CZPGRuTr,2019.02.05,kazem99,thomas123456,0-1,2019.02.05,13:33:40,1476,1469,-11,+11,Standard,120+1,C50,Normal
Rated bullet game,https://lichess.org/tD3MWjrU,2019.02.05,thomas123456,k3rToiq,0-1,2019.02.05,13:27:17,1485,1304,-16,+15,Standard,120+1,B10,Time forfeit
Rated bullet game,https://lichess.org/Fr7f2eTe,2019.02.05,lorenzos,thomas123456,1-0,2019.02.05,13:23:58,1533,1494,+9,-9,Standard,120+1,C77,Normal
Rated bullet game,https://lichess.org/bXAPRPt2,2019.02.05,losky,thomas123456,0-1,2019.02.05,13:14:49,1438,1485,-9,+9,Standard,120+1,A00,Normal
Rated bullet game,https://lichess.org/HqTnsC4d,2019.02.05,thomas123456,losky,1-0,2019.02.05,13:12:23,1475,1447,+10,-9,Standard,120+1,C00,Normal
Rated bullet game,https://lichess.org/PGZRTGSo,2019.02.05,DaniNDK,thomas123456,0-1,2019.02.05,12:57:00,1487,1464,-11,+11,Standard,120+1,C30,Time forfeit
Rated bullet game,https://lichess.org/UNbCVTA3,2019.02.05,MrFelix,thomas123456,1-0,2019.02.05,10:36:40,1456,1475,+11,-11,Standard,120+1,C45,Time forfeit
Rated bullet game,https://lichess.org/pAS6An2y,2019.02.05,thomas123456,JackOfTrades12,1-0,2019.02.05,09:59:57,1465,1447,+10,-10,Standard,120+1,C51,Normal
Rated bullet game,https://lichess.org/PosVpQta,2019.02.04,Twigger,thomas123456,1-0,2019.02.04,13:56:25,1474,1476,+11,-11,Standard,120+1,D30,Normal
Rated bullet game,https://lichess.org/ksGW5Xec,2019.02.04,thomas123456,prefe,0-1,2019.02.04,13:50:36,1484,1557,-8,+9,Standard,120+1,C40,Time forfeit
Rated bullet game,https://lichess.org/u5hRzuCP,2019.02.04,prefe,thomas123456,1-0,2019.02.04,13:46:21,1548,1493,+9,-9,Standard,120+1,C21,Normal
Rated bullet game,https://lichess.org/pqRsohNL,2019.02.04,thomas123456,hoken,0-1,2019.02.04,13:40:30,1504,1465,-11,+11,Standard,120+1,C41,Normal
Rated bullet game,https://lichess.org/ITvRDu65,2019.02.03,thomas123456,thestronger,1-0,2019.02.03,11:33:05,1492,1561,+12,-13,Standard,120+1,B34,Normal
Rated bullet game,https://lichess.org/nHSWn3Uh,2019.02.03,thestronger,thomas123456,0-1,2019.02.03,11:30:47,1574,1479,-13,+13,Standard,120+1,C45,Normal
Rated bullet game,https://lichess.org/ZtWoZ4EC,2019.02.03,thomas123456,thestronger,0-1,2019.02.03,11:25:58,1487,1566,-8,+8,Standard,120+1,C57,Normal
Rated bullet game,https://lichess.org/xLCM2V32,2019.02.03,thestronger,thomas123456,1-0,2019.02.03,11:20:47,1557,1495,+9,-8,Standard,120+1,C45,Time forfeit
Rated bullet game,https://lichess.org/TbjSsiHx,2019.02.03,thomas123456,thestronger,0-1,2019.02.03,11:17:01,1504,1548,-9,+9,Standard,120+1,B00,Normal
Rated bullet game,https://lichess.org/7hOX2qXJ,2019.02.03,thestronger,thomas123456,0-1,2019.02.03,11:10:47,1560,1492,-12,+12,Standard,120+1,C45,Time forfeit
Rated bullet game,https://lichess.org/VRnQyMXT,2019.02.03,thomas123456,thestronger,0-1,2019.02.03,11:08:33,1501,1551,-9,+9,Standard,120+1,B32,Normal
Rated bullet game,https://lichess.org/NpNyPKpi,2019.02.03,thestronger,thomas123456,1-0,2019.02.03,11:04:34,1542,1510,+9,-9,Standard,120+1,C44,Normal
Rated bullet game,https://lichess.org/ldTs2ysF,2019.02.03,thomas123456,thestronger,0-1,2019.02.03,10:59:04,1520,1532,-10,+10,Standard,120+1,B32,Time forfeit
Rated bullet game,https://lichess.org/JGGEqtwf,2019.02.03,thestronger,thomas123456,1-0,2019.02.03,10:55:08,1521,1531,+11,-11,Standard,120+1,C45,Normal
Rated bullet game,https://lichess.org/RfkWwaLp,2019.02.03,thomas123456,thestronger,1-0,2019.02.03,10:49:56,1520,1532,+11,-11,Standard,120+1,B34,Normal
Rated bullet game,https://lichess.org/Rvw0fMel,2019.02.03,thomas123456,TheDragonsApprentice,1-0,2019.02.03,10:44:37,1512,1460,+8,-9,Standard,120+1,B34,Normal
Rated bullet game,https://lichess.org/ayON4k6b,2019.02.03,TheDragonsApprentice,thomas123456,0-1,2019.02.03,10:38:58,1469,1502,-9,+10,Standard,120+1,C50,Normal
Rated bullet game,https://lichess.org/0xpIpb54,2019.02.03,thomas123456,TheDragonsApprentice,1-0,2019.02.03,10:34:07,1492,1479,+10,-10,Standard,120+1,B34,Normal
Rated bullet game,https://lichess.org/nbgbrR1R,2019.02.03,TheDragonsApprentice,thomas123456,1-0,2019.02.03,10:28:17,1468,1504,+11,-12,Standard,120+1,C50,Time forfeit
Rated bullet game,https://lichess.org/pFm4JofB,2019.02.03,masudathari,thomas123456,1/2-1/2,2019.02.03,10:23:22,1456,1505,+1,-1,Standard,120+1,C50,Normal
Rated bullet game,https://lichess.org/XVwKFVNh,2019.02.03,FrankSky,thomas123456,0-1,2019.02.03,10:17:39,1441,1496,-8,+9,Standard,120+1,C48,Normal
Rated bullet game,https://lichess.org/pqqmmv0p,2019.02.03,thomas123456,stewart57,0-1,2019.02.03,10:12:29,1508,1449,-12,+12,Standard,120+1,B10,Time forfeit
Rated bullet game,https://lichess.org/4URjyHlo,2019.02.03,thomas123456,The_kilickara,1-0,2019.02.03,09:53:40,1497,1546,+11,-12,Standard,120+1,C50,Time forfeit
Rated bullet game,https://lichess.org/OTrpq0db,2019.02.03,The_kilickara,thomas123456,1-0,2019.02.03,09:52:27,1536,1506,+10,-9,Standard,120+1,C45,Normal
Rated bullet game,https://lichess.org/L2Lk2atQ,2019.02.03,thomas123456,caiphus,0-1,2019.02.03,09:50:03,1514,1583,-8,+9,Standard,120+1,C55,Normal
Rated bullet game,https://lichess.org/PDRPcxle,2019.02.03,thomas123456,ChessSweden,0-1,2019.02.03,09:44:55,1525,1519,-11,+11,Standard,120+1,C51,Normal
Rated bullet game,https://lichess.org/t7rp7wnS,2019.02.03,PrabhakaranR,thomas123456,1-0,2019.02.03,09:41:36,1534,1535,+10,-10,Standard,120+1,C44,Normal
Rated bullet game,https://lichess.org/PvZfPDIY,2019.02.02,thomas123456,Master_Jiraiya,0-1,2019.02.02,08:31:11,1546,1521,-11,+11,Standard,120+1,B00,Time forfeit
Rated bullet game,https://lichess.org/njhIzqLC,2019.02.02,Master_Jiraiya,thomas123456,1-0,2019.02.02,08:24:32,1509,1558,+12,-12,Standard,120+1,C50,Normal
Rated bullet game,https://lichess.org/d55T2z8l,2019.02.02,thomas123456,Master_Jiraiya,1-0,2019.02.02,08:19:37,1548,1518,+10,-9,Standard,120+1,C42,Time forfeit
Rated bullet game,https://lichess.org/trvgKooA,2019.02.02,thomas123456,bratan777,1-0,2019.02.02,08:15:05,1541,1442,+7,-7,Standard,120+1,C00,Normal
Rated bullet game,https://lichess.org/zh3xtnBp,2019.02.02,bratan777,thomas123456,1-0,2019.02.02,08:10:44,1429,1555,+13,-14,Standard,120+1,C20,Time forfeit
Rated bullet game,https://lichess.org/1WFLkBjr,2019.02.02,thomas123456,The_kilickara,1-0,2019.02.02,08:05:24,1546,1508,+9,-9,Standard,120+1,C50,Normal
Rated bullet game,https://lichess.org/16vY1dkC,2019.02.01,thomas123456,MarceloPazz,0-1,2019.02.01,17:57:21,1556,1551,-10,+10,Standard,120+1,B01,Normal
Rated bullet game,https://lichess.org/09aaPKWw,2019.02.01,dr-who,thomas123456,0-1,2019.02.01,17:52:11,1530,1546,-10,+10,Standard,120+1,D37,Normal
Rated bullet game,https://lichess.org/9yGotBAD,2019.02.01,thomas123456,dr-who,0-1,2019.02.01,17:50:36,1558,1518,-12,+12,Standard,120+1,B33,Normal
Rated bullet game,https://lichess.org/1opRLgQ5,2019.02.01,dr-who,thomas123456,0-1,2019.02.01,17:44:50,1528,1548,-10,+10,Standard,120+1,D30,Time forfeit
Rated bullet game,https://lichess.org/YIPxR37q,2019.02.01,thomas123456,dr-who,1-0,2019.02.01,17:40:33,1538,1538,+10,-10,Standard,120+1,B33,Normal
Rated bullet game,https://lichess.org/uQtDvKZI,2019.02.01,dr-who,thomas123456,1-0,2019.02.01,17:36:18,1527,1549,+11,-11,Standard,120+1,C58,Normal
Rated bullet game,https://lichess.org/RPcidIiU,2019.02.01,thomas123456,dr-who,0-1,2019.02.01,17:31:33,1560,1516,-11,+11,Standard,120+1,B33,Normal
Rated bullet game,https://lichess.org/Ao29oseR,2019.02.01,dr-who,thomas123456,0-1,2019.02.01,17:26:39,1525,1551,-9,+9,Standard,120+1,D37,Time forfeit
Rated bullet game,https://lichess.org/Xi5SGlx2,2019.02.01,thomas123456,dr-who,1-0,2019.02.01,17:21:52,1540,1535,+11,-10,Standard,120+1,B33,Normal
Rated bullet game,https://lichess.org/eWGgJCSN,2019.02.01,dr-who,thomas123456,0-1,2019.02.01,17:17:50,1546,1530,-11,+10,Standard,120+1,C50,Normal
Rated bullet game,https://lichess.org/9CPRUxB2,2019.02.01,thomas123456,dr-who,0-1,2019.02.01,17:12:27,1540,1536,-10,+10,Standard,120+1,B33,Normal
Rated bullet game,https://lichess.org/dVFp6sc6,2019.02.01,dr-who,thomas123456,0-1,2019.02.01,17:07:04,1546,1529,-10,+11,Standard,120+1,D37,Normal
Rated bullet game,https://lichess.org/T8a5yfJJ,2019.02.01,thomas123456,dr-who,0-1,2019.02.01,17:05:28,1540,1536,-11,+10,Standard,120+1,B32,Normal
Rated bullet game,https://lichess.org/rgmCf1NB,2019.02.01,dr-who,thomas123456,0-1,2019.02.01,17:02:26,1547,1529,-11,+11,Standard,120+1,D37,Normal
Rated bullet game,https://lichess.org/PcKsECR0,2019.02.01,TjeerdieHR,thomas123456,1-0,2019.02.01,16:56:49,1514,1540,+11,-11,Standard,120+1,C45,Normal
Rated bullet game,https://lichess.org/P6SCXkjB,2019.02.01,thomas123456,pompyy,1-0,2019.02.01,16:51:57,1530,1512,+10,-10,Standard,120+1,B01,Time forfeit
Rated bullet game,https://lichess.org/UduUjyhO,2019.02.01,favoinfinite,thomas123456,0-1,2019.02.01,16:46:06,1514,1520,-10,+10,Standard,120+1,A00,Normal
Rated bullet game,https://lichess.org/oCcGfTKh,2019.02.01,thomas123456,Quasii550,0-1,2019.02.01,14:04:41,1533,1451,-13,+13,Standard,120+1,C43,Normal
Rated bullet game,https://lichess.org/Rdn24QFR,2019.02.01,Quasii550,thomas123456,0-1,2019.02.01,13:59:15,1460,1524,-9,+9,Standard,120+1,C44,Normal
Rated bullet game,https://lichess.org/pV3izuVe,2019.02.01,thomas123456,Quasii550,1-0,2019.02.01,13:53:59,1515,1469,+9,-9,Standard,120+1,C42,Normal
Rated bullet game,https://lichess.org/srOCXE2I,2019.02.01,Quasii550,thomas123456,0-1,2019.02.01,13:50:07,1478,1506,-9,+9,Standard,120+1,C44,Normal
Rated bullet game,https://lichess.org/epQt3Oy4,2019.02.01,thomas123456,Quasii550,1-0,2019.02.01,13:44:27,1496,1488,+10,-10,Standard,120+1,C43,Time forfeit
Rated bullet game,https://lichess.org/0vXMsReN,2019.02.01,Quasii550,thomas123456,1/2-1/2,2019.02.01,13:38:35,1488,1496,+0,+0,Standard,120+1,C44,Normal
Rated bullet game,https://lichess.org/UXugzPlk,2019.02.01,thomas123456,Quasii550,1-0,2019.02.01,13:33:13,1485,1499,+11,-11,Standard,120+1,C42,Time forfeit
Rated bullet game,https://lichess.org/RtWXlimu,2019.02.01,Quasii550,thomas123456,0-1,2019.02.01,13:30:18,1510,1474,-11,+11,Standard,120+1,C44,Normal
Rated bullet game,https://lichess.org/jhyau6zp,2019.02.01,thomas123456,Quasii550,0-1,2019.02.01,13:24:59,1484,1500,-10,+10,Standard,120+1,C42,Normal
Rated bullet game,https://lichess.org/YnIxILOB,2019.02.01,Quasii550,thomas123456,0-1,2019.02.01,13:19:50,1512,1472,-12,+12,Standard,120+1,C44,Normal
Rated bullet game,https://lichess.org/9i1JjEgm,2019.02.01,thomas123456,Capar27,0-1,2019.02.01,13:16:40,1483,1464,-11,+11,Standard,120+1,C51,Normal
Rated bullet game,https://lichess.org/QqjO7vi3,2019.02.01,Trekryper,thomas123456,0-1,2019.02.01,13:10:15,1466,1473,-10,+10,Standard,120+1,D60,Time forfeit
Rated bullet game,https://lichess.org/hV2EJE0N,2019.02.01,thomas123456,Serhio23,0-1,2019.02.01,13:04:37,1483,1511,-10,+10,Standard,120+1,B10,Time forfeit
Rated bullet game,https://lichess.org/T00mbQob,2019.02.01,Serhio23,thomas123456,0-1,2019.02.01,13:02:38,1523,1471,-12,+12,Standard,120+1,C53,Normal
Rated bullet game,https://lichess.org/6b01tkFb,2019.02.01,thomas123456,Serhio23,1-0,2019.02.01,12:59:19,1458,1536,+13,-13,Standard,120+1,C58,Normal
Rated bullet game,https://lichess.org/xjQcatuk,2019.02.01,iamletmethink,thomas123456,0-1,2019.02.01,12:57:06,1431,1448,-10,+10,Standard,120+1,D03,Normal
Rated bullet game,https://lichess.org/tbpayVnf,2019.02.01,thomas123456,cherkesesa,1-0,2019.02.01,12:50:23,1437,1485,+11,-12,Standard,120+1,B01,Normal
Rated bullet game,https://lichess.org/wpZa6uep,2019.02.01,cherkesesa,thomas123456,1-0,2019.02.01,12:47:23,1475,1446,+10,-9,Standard,120+1,C50,Normal
Rated bullet game,https://lichess.org/HiuYPbDT,2019.02.01,thomas123456,cherkesesa,0-1,2019.02.01,12:42:20,1456,1465,-10,+10,Standard,120+1,B01,Normal
Rated bullet game,https://lichess.org/wl8bDv3v,2019.02.01,cherkesesa,thomas123456,1-0,2019.02.01,12:36:56,1454,1467,+11,-11,Standard,120+1,C50,Time forfeit
Rated bullet game,https://lichess.org/3WEnnPhy,2019.02.01,thomas123456,cherkesesa,1-0,2019.02.01,12:32:27,1456,1465,+11,-11,Standard,120+1,B01,Normal
Rated bullet game,https://lichess.org/e2T3eVwo,2019.02.01,thomas123456,synqor,1-0,2019.02.01,12:29:19,1446,1451,+10,-11,Standard,120+1,C51,Normal
Rated bullet game,https://lichess.org/nFEWsefc,2019.02.01,thomas123456,KAPMkaluarachchi,0-1,2019.02.01,11:22:49,1458,1395,-12,+13,Standard,120+1,B50,Normal
Rated bullet game,https://lichess.org/xvYDSKOT,2019.02.01,KAPMkaluarachchi,thomas123456,0-1,2019.02.01,11:22:12,1405,1449,-10,+9,Standard,120+1,C30,Normal
Rated bullet game,https://lichess.org/BdAv48kk,2019.02.01,thomas123456,KAPMkaluarachchi,1-0,2019.02.01,11:21:35,1439,1415,+10,-10,Standard,120+1,B90,Normal
Rated bullet game,https://lichess.org/j441Ielk,2019.02.01,KAPMkaluarachchi,thomas123456,1-0,2019.02.01,11:19:33,1402,1451,+13,-12,Standard,120+1,C50,Normal
Rated bullet game,https://lichess.org/E6ewaopb,2019.02.01,thomas123456,KAPMkaluarachchi,1-0,2019.02.01,11:16:42,1441,1413,+10,-11,Standard,120+1,B90,Normal
Rated bullet game,https://lichess.org/e0orszM0,2019.02.01,KAPMkaluarachchi,thomas123456,0-1,2019.02.01,11:11:20,1424,1431,-11,+10,Standard,120+1,C30,Time forfeit
Rated bullet game,https://lichess.org/dPN6V8fb,2019.02.01,thomas123456,KAPMkaluarachchi,0-1,2019.02.01,11:09:36,1443,1411,-12,+13,Standard,120+1,B40,Normal
Rated bullet game,https://lichess.org/9EqTiJUh,2019.02.01,KAPMkaluarachchi,thomas123456,0-1,2019.02.01,11:05:03,1423,1432,-12,+11,Standard,120+1,C20,Normal
Rated bullet game,https://lichess.org/IGya9Cnp,2019.02.01,thomas123456,KAPMkaluarachchi,0-1,2019.02.01,10:59:55,1444,1410,-12,+13,Standard,120+1,B32,Normal
Rated bullet game,https://lichess.org/34iJ82dU,2019.02.01,KAPMkaluarachchi,thomas123456,0-1,2019.02.01,10:55:45,1421,1434,-11,+10,Standard,120+1,C68,Normal
Rated bullet game,https://lichess.org/Faa1j8FF,2019.02.01,thomas123456,KAPMkaluarachchi,0-1,2019.02.01,10:49:03,1445,1408,-11,+13,Standard,120+1,B54,Normal
Rated bullet game,https://lichess.org/smpB0637,2019.02.01,KAPMkaluarachchi,thomas123456,0-1,2019.02.01,10:44:50,1420,1435,-12,+10,Standard,120+1,A00,Normal
Rated bullet game,https://lichess.org/CxIaJNHa,2019.02.01,thomas123456,KAPMkaluarachchi,1-0,2019.02.01,10:39:36,1425,1432,+10,-12,Standard,120+1,B32,Normal
Rated bullet game,https://lichess.org/sjt9FKNI,2019.02.01,KAPMkaluarachchi,thomas123456,0-1,2019.02.01,10:33:40,1446,1413,-14,+12,Standard,120+1,C30,Normal
Rated bullet game,https://lichess.org/PydsYSmP,2019.02.01,thomas123456,KiranAdda,0-1,2019.02.01,10:28:40,1424,1423,-11,+10,Standard,120+1,B02,Time forfeit
Rated bullet game,https://lichess.org/Gk5gJrgc,2019.02.01,denizc,thomas123456,1-0,2019.02.01,10:23:09,1423,1435,+11,-11,Standard,120+1,C50,Time forfeit
Rated bullet game,https://lichess.org/K8AHGOUH,2019.02.01,carlinus,thomas123456,1-0,2019.02.01,10:18:48,1513,1442,+50,-7,Standard,120+1,C23,Time forfeit
Rated bullet game,https://lichess.org/yyvexF1p,2019.02.01,thomas123456,carlinus,0-1,2019.02.01,10:14:06,1452,1435,-10,+78,Standard,120+1,B01,Normal
Rated bullet game,https://lichess.org/6jBF6OkD,2019.02.01,AR1803,thomas123456,0-1,2019.02.01,09:10:19,1360,1444,-8,+8,Standard,120+1,C20,Normal
