Event,Site,Date,White,Black,Result,UTCDate,UTCTime,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,Variant,TimeControl,ECO,Termination
Rated bullet game,https://lichess.org/4DPyjLbN,2022.07.12,thomas123456,N3WN4M32011,0-1,2022.07.12,08:55:22,1943,1918,-6,+12,Standard,60+0,C00,Normal
Rated bullet game,https://lichess.org/WjLHz4tM,2022.07.12,N3WN4M32011,thomas123456,0-1,2022.07.12,08:53:40,1929,1938,-11,+5,Standard,60+0,A40,Normal
Rated bullet game,https://lichess.org/UwBeHEFV,2022.07.12,thomas123456,N3WN4M32011,1-0,2022.07.12,08:51:30,1932,1942,+6,-13,Standard,60+0,B34,Time forfeit
Rated bullet game,https://lichess.org/NCF7x2Y7,2022.07.12,N3WN4M32011,thomas123456,1-0,2022.07.12,08:49:32,1929,1938,+13,-6,Standard,60+0,C20,Time forfeit
Rated bullet game,https://lichess.org/XkhArkMK,2022.07.12,thomas123456,N3WN4M32011,1/2-1/2,2022.07.12,08:47:20,1938,1928,+0,+1,Standard,60+0,C57,Time forfeit
Rated bullet game,https://lichess.org/J8QAFpJq,2022.07.12,N3WN4M32011,thomas123456,1-0,2022.07.12,08:45:32,1913,1944,+15,-6,Standard,60+0,C42,Time forfeit
Rated bullet game,https://lichess.org/J8OAA8PX,2022.07.11,thomas123456,Prateek_Mishra,1-0,2022.07.11,11:03:26,1938,1931,+6,-6,Standard,60+0,B01,Normal
Rated bullet game,https://lichess.org/jxjpRN7J,2022.07.11,Prateek_Mishra,thomas123456,0-1,2022.07.11,11:01:15,1937,1932,-6,+6,Standard,60+0,D00,Normal
Rated bullet game,https://lichess.org/pZlOXBvX,2022.07.11,thomas123456,Prateek_Mishra,0-1,2022.07.11,10:58:58,1938,1931,-6,+6,Standard,60+0,C50,Time forfeit
Rated bullet game,https://lichess.org/HIxTwZUy,2022.07.11,saiful_bahgia,thomas123456,0-1,2022.07.11,10:57:12,1913,1933,-5,+5,Standard,60+0,C42,Normal
Rated bullet game,https://lichess.org/oqcK695O,2022.07.11,thomas123456,saiful_bahgia,1-0,2022.07.11,10:55:24,1927,1919,+6,-6,Standard,60+0,B01,Normal
Rated bullet game,https://lichess.org/7NT3Un7M,2022.07.11,saiful_bahgia,thomas123456,1-0,2022.07.11,10:53:10,1913,1933,+6,-6,Standard,60+0,A00,Time forfeit
Rated bullet game,https://lichess.org/9VjNT6Pp,2022.07.11,thomas123456,saiful_bahgia,1-0,2022.07.11,10:51:25,1928,1918,+5,-5,Standard,60+0,B01,Normal
Rated bullet game,https://lichess.org/act5E4oi,2022.07.11,saiful_bahgia,thomas123456,0-1,2022.07.11,10:49:26,1924,1922,-6,+6,Standard,60+0,A00,Normal
Rated bullet game,https://lichess.org/i3J7ASiN,2022.07.11,thomas123456,saiful_bahgia,0-1,2022.07.11,10:47:13,1928,1918,-6,+6,Standard,60+0,B01,Normal
Rated bullet game,https://lichess.org/EbIQXUuB,2022.07.11,saiful_bahgia,thomas123456,0-1,2022.07.11,10:44:55,1924,1922,-6,+6,Standard,60+0,C24,Time forfeit
Rated bullet game,https://lichess.org/CulvZAQH,2022.07.11,thomas123456,The_ghost_of_uchiha,0-1,2022.07.11,09:25:36,1928,1890,-6,+14,Standard,60+0,B32,Normal
Rated bullet game,https://lichess.org/M1KMdeSm,2022.07.11,The_ghost_of_uchiha,thomas123456,0-1,2022.07.11,09:23:31,1902,1923,-12,+5,Standard,60+0,C43,Normal
Rated bullet game,https://lichess.org/KnoJynyb,2022.07.11,zalterego,thomas123456,0-1,2022.07.11,09:21:42,1914,1917,-6,+6,Standard,60+0,C68,Normal
Rated bullet game,https://lichess.org/lmTi8sfx,2022.07.11,thomas123456,zalterego,1-0,2022.07.11,09:20:00,1911,1919,+6,-5,Standard,60+0,C43,Time forfeit
Rated bullet game,https://lichess.org/a3thDCeG,2022.07.11,zalterego,thomas123456,1-0,2022.07.11,09:17:48,1914,1917,+5,-6,Standard,60+0,C42,Time forfeit
Rated bullet game,https://lichess.org/jxXBEgi9,2022.07.11,thomas123456,zalterego,0-1,2022.07.11,09:15:57,1923,1908,-6,+6,Standard,60+0,C56,Time forfeit
Rated bullet game,https://lichess.org/5tCclZBJ,2022.07.11,TheLittle_demon,thomas123456,1-0,2022.07.11,09:13:59,1924,1929,+6,-6,Standard,60+0,C43,Time forfeit
Rated bullet game,https://lichess.org/nioYT2aT,2022.07.11,thomas123456,TheLittle_demon,0-1,2022.07.11,09:11:54,1935,1918,-6,+6,Standard,60+0,C52,Time forfeit
Rated bullet game,https://lichess.org/JSXCw8KB,2022.07.11,TheLittle_demon,thomas123456,1/2-1/2,2022.07.11,09:09:47,1918,1935,+0,+0,Standard,60+0,C69,Time forfeit
Rated bullet game,https://lichess.org/FFYbpbBa,2022.07.11,thomas123456,TheLittle_demon,1-0,2022.07.11,09:07:39,1929,1924,+6,-6,Standard,60+0,C52,Time forfeit
Rated bullet game,https://lichess.org/7RVzi2kp,2022.07.11,TheLittle_demon,thomas123456,1-0,2022.07.11,09:05:31,1918,1935,+6,-6,Standard,60+0,C43,Time forfeit
Rated bullet game,https://lichess.org/9HoPaoq9,2022.07.11,thomas123456,TheLittle_demon,1-0,2022.07.11,09:03:25,1930,1923,+5,-5,Standard,60+0,C52,Time forfeit
Rated bullet game,https://lichess.org/H4uEdcYS,2022.07.11,TheLittle_demon,thomas123456,0-1,2022.07.11,09:01:30,1929,1924,-6,+6,Standard,60+0,C43,Normal
Rated bullet game,https://lichess.org/9GiopvZU,2022.07.11,thomas123456,TheLittle_demon,0-1,2022.07.11,08:59:42,1930,1923,-6,+6,Standard,60+0,C52,Normal
Rated bullet game,https://lichess.org/nkXdpgzS,2022.07.11,TheLittle_demon,thomas123456,0-1,2022.07.11,08:57:33,1929,1924,-6,+6,Standard,60+0,C43,Time forfeit
Rated bullet game,https://lichess.org/DsNEvrQu,2022.07.11,thomas123456,TheLittle_demon,0-1,2022.07.11,08:55:42,1930,1923,-6,+6,Standard,60+0,C52,Normal
Rated bullet game,https://lichess.org/pZ04GJtT,2022.07.11,thomas123456,jaiyl,1-0,2022.07.11,08:53:40,1924,1930,+6,-6,Standard,60+0,B34,Normal
Rated bullet game,https://lichess.org/LBYRHJqt,2022.07.11,Pandiya-rajan,thomas123456,0-1,2022.07.11,08:52:25,1923,1918,-6,+6,Standard,60+0,C20,Time forfeit
Rated bullet game,https://lichess.org/YqTtN3bR,2022.07.10,Mccloud88,thomas123456,0-1,2022.07.10,11:49:51,1887,1913,-5,+5,Standard,60+0,C42,Time forfeit
Rated bullet game,https://lichess.org/Vd97J9cZ,2022.07.10,CherniyGus,thomas123456,0-1,2022.07.10,11:48:54,1913,1907,-5,+6,Standard,60+0,A05,Normal
Rated bullet game,https://lichess.org/V3l6oXMb,2022.07.10,thomas123456,someone84743,0-1,2022.07.10,11:47:11,1912,1907,-5,+6,Standard,60+0,C00,Time forfeit
Rated bullet game,https://lichess.org/uqRed7Bt,2022.07.10,fcalw2139sbclak,thomas123456,1-0,2022.07.10,11:45:08,1882,1919,+7,-7,Standard,60+0,C42,Time forfeit
Rated bullet game,https://lichess.org/x1mwnkya,2022.07.10,thomas123456,fcalw2139sbclak,1-0,2022.07.10,11:43:09,1913,1887,+6,-5,Standard,60+0,B21,Normal
Rated bullet game,https://lichess.org/f6hiisKF,2022.07.10,binosebastian,thomas123456,1-0,2022.07.10,11:40:49,1928,1919,+5,-6,Standard,60+0,A40,Time forfeit
Rated bullet game,https://lichess.org/7qwN5MRj,2022.07.10,sawantyash,thomas123456,1-0,2022.07.10,11:38:46,1941,1924,+5,-5,Standard,60+0,C42,Time forfeit
Rated bullet game,https://lichess.org/WxVHJWGH,2022.07.10,thomas123456,sawantyash,1-0,2022.07.10,11:36:35,1918,1947,+6,-6,Standard,60+0,C41,Time forfeit
Rated bullet game,https://lichess.org/o7rr4Enz,2022.07.10,Runeratti,thomas123456,1-0,2022.07.10,11:34:41,1897,1924,+7,-6,Standard,60+0,D04,Time forfeit
Rated bullet game,https://lichess.org/dKQZLHor,2022.07.07,thomas123456,nIkeT_kArwa,0-1,2022.07.07,14:46:43,1931,1883,-7,+6,Standard,60+0,B33,Normal
Rated bullet game,https://lichess.org/pEd8Zpt1,2022.07.07,nIkeT_kArwa,thomas123456,1-0,2022.07.07,14:44:36,1876,1937,+7,-6,Standard,60+0,A20,Time forfeit
Rated bullet game,https://lichess.org/nqDSACpb,2022.07.07,thomas123456,nIkeT_kArwa,0-1,2022.07.07,14:42:18,1944,1869,-7,+7,Standard,60+0,B33,Time forfeit
Rated bullet game,https://lichess.org/IWNFL0YR,2022.07.07,AK_79_28_05,thomas123456,0-1,2022.07.07,14:40:57,1933,1939,-6,+5,Standard,60+0,C30,Normal
Rated bullet game,https://lichess.org/bcRA1Ipv,2022.07.07,thomas123456,quartermilev,0-1,2022.07.07,14:39:31,1944,1943,-5,+6,Standard,60+0,B00,Normal
Rated bullet game,https://lichess.org/v1geYDwq,2022.07.07,thomas123456,hoza720,1-0,2022.07.07,14:38:01,1939,1933,+5,-5,Standard,60+0,A00,Normal
Rated bullet game,https://lichess.org/7Cttk3SJ,2022.07.07,xingxangxong,thomas123456,1-0,2022.07.07,13:56:27,1939,1945,+6,-6,Standard,60+0,A00,Time forfeit
Rated bullet game,https://lichess.org/AUWllWfi,2022.07.07,VR-Vishnu_19,thomas123456,0-1,2022.07.07,13:54:12,1991,1938,-7,+7,Standard,60+0,A00,Normal
Rated bullet game,https://lichess.org/PZ53gOO0,2022.07.07,thomas123456,xingxangxong,0-1,2022.07.07,13:52:36,1944,1939,-6,+6,Standard,60+0,C00,Normal
Rated bullet game,https://lichess.org/re8KEWqX,2022.07.06,thomas123456,MohammadFateh,1-0,2022.07.06,16:52:45,1939,1846,+5,-4,Standard,60+0,B01,Normal
Rated bullet game,https://lichess.org/zTFILBue,2022.07.06,MohammadFateh,thomas123456,0-1,2022.07.06,16:51:22,1851,1935,-5,+4,Standard,60+0,C30,Normal
Rated bullet game,https://lichess.org/i5U7q5H9,2022.07.06,thomas123456,MohammadFateh,1-0,2022.07.06,16:50:41,1931,1855,+4,-4,Standard,60+0,B01,Normal
Rated bullet game,https://lichess.org/9ZQflQhR,2022.07.06,MohammadFateh,thomas123456,0-1,2022.07.06,16:49:20,1860,1926,-5,+5,Standard,60+0,C30,Normal
Rated bullet game,https://lichess.org/ms0zhfyH,2022.07.06,thomas123456,MohammadFateh,1-0,2022.07.06,16:48:04,1921,1864,+5,-4,Standard,60+0,B01,Normal
Rated bullet game,https://lichess.org/gJfl050m,2022.07.06,MohammadFateh,thomas123456,0-1,2022.07.06,16:47:26,1869,1916,-5,+5,Standard,60+0,C30,Normal
Rated bullet game,https://lichess.org/I91b9Sgx,2022.07.06,thomas123456,MohammadFateh,1-0,2022.07.06,16:45:47,1911,1874,+5,-5,Standard,60+0,B01,Normal
Rated bullet game,https://lichess.org/2h4121Fh,2022.07.06,MohammadFateh,thomas123456,0-1,2022.07.06,16:43:38,1880,1906,-6,+5,Standard,60+0,C30,Time forfeit
Rated bullet game,https://lichess.org/MNtFGy4L,2022.07.06,thomas123456,MohammadFateh,1-0,2022.07.06,16:42:48,1900,1885,+6,-5,Standard,60+0,B01,Normal
Rated bullet game,https://lichess.org/hL2eEnIi,2022.07.06,MohammadFateh,thomas123456,0-1,2022.07.06,16:40:57,1891,1895,-6,+5,Standard,60+0,C30,Normal
Rated bullet game,https://lichess.org/qnZkWYwE,2022.07.06,thomas123456,e_vg,0-1,2022.07.06,16:39:40,1902,1758,-7,+8,Standard,60+0,B10,Normal
Rated bullet game,https://lichess.org/IoYhI5eA,2022.07.06,Bremse_WB,thomas123456,1-0,2022.07.06,16:38:08,1928,1908,+16,-6,Standard,60+0,C44,Normal
Rated bullet game,https://lichess.org/qFyrYzSD,2022.07.06,Wildra,thomas123456,0-1,2022.07.06,16:36:22,1877,1902,-6,+6,Standard,60+0,D04,Normal
Rated bullet game,https://lichess.org/GvN71Bmk,2022.07.06,thomas123456,Ali_AMD20,0-1,2022.07.06,16:34:03,1907,1963,-5,+5,Standard,60+0,B06,Time forfeit
Rated bullet game,https://lichess.org/n4RV1NXy,2022.07.06,Ali_AMD20,thomas123456,1-0,2022.07.06,16:32:04,1958,1912,+5,-5,Standard,60+0,B00,Normal
Rated bullet game,https://lichess.org/ZiuBoout,2022.07.06,thomas123456,Chessnikow,1-0,2022.07.06,16:29:59,1906,1898,+6,-6,Standard,60+0,B33,Time forfeit
Rated bullet game,https://lichess.org/52mYqE2p,2022.07.06,thomas123456,tlpyvz,1-0,2022.07.06,16:29:29,1901,1900,+5,-6,Standard,60+0,C40,Normal
Rated bullet game,https://lichess.org/tHHYhhs4,2022.07.06,Akilios,thomas123456,1-0,2022.07.06,16:27:14,1876,1907,+7,-6,Standard,60+0,C30,Time forfeit
Rated bullet game,https://lichess.org/PVE5KQ0F,2022.07.06,Fuili,thomas123456,1-0,2022.07.06,16:25:23,1814,1914,+7,-7,Standard,60+0,D00,Time forfeit
Rated bullet game,https://lichess.org/6vsVDgPx,2022.07.06,Ulusal,thomas123456,0-1,2022.07.06,16:23:23,1890,1909,-5,+5,Standard,60+0,D55,Time forfeit
Rated bullet game,https://lichess.org/roH7VAip,2022.07.06,thomas123456,Convict90,1-0,2022.07.06,16:21:28,1903,1927,+6,-6,Standard,60+0,B10,Normal
Rated bullet game,https://lichess.org/se0jcJiP,2022.07.06,Convict90,thomas123456,0-1,2022.07.06,16:20:21,1934,1896,-7,+7,Standard,60+0,D35,Normal
Rated bullet game,https://lichess.org/bzGstQ8H,2022.07.06,thomas123456,Convict90,1-0,2022.07.06,16:18:07,1890,1940,+6,-6,Standard,60+0,B10,Time forfeit
Rated bullet game,https://lichess.org/1nd9aGNs,2022.07.06,thomas123456,bear96,1-0,2022.07.06,16:15:54,1885,1851,+5,-5,Standard,60+0,B32,Time forfeit
Rated bullet game,https://lichess.org/6CObq92R,2022.07.06,chaosk3,thomas123456,1-0,2022.07.06,16:14:49,1896,1890,+6,-5,Standard,60+0,D02,Normal
Rated bullet game,https://lichess.org/4o46vE3Y,2022.07.06,bankaiblitzer,thomas123456,0-1,2022.07.06,16:12:32,1894,1884,-6,+6,Standard,60+0,C46,Time forfeit
Rated bullet game,https://lichess.org/MKpePMwq,2022.07.06,lanoitar,thomas123456,0-1,2022.07.06,16:10:11,1932,1878,-6,+6,Standard,60+0,A40,Time forfeit
Rated bullet game,https://lichess.org/CiFDxNxO,2022.07.06,thomas123456,lanoitar,0-1,2022.07.06,16:08:07,1883,1927,-5,+5,Standard,60+0,B06,Time forfeit
Rated bullet game,https://lichess.org/bOfjMjD0,2022.07.06,optimizationguy,thomas123456,0-1,2022.07.06,16:06:28,1892,1877,-7,+6,Standard,60+0,D35,Normal
Rated bullet game,https://lichess.org/RkrQfUuw,2022.07.06,thomas123456,rahim000,0-1,2022.07.06,15:07:34,1881,1938,-4,+4,Standard,60+0,B01,Time forfeit
Rated bullet game,https://lichess.org/qejK6EhP,2022.07.06,rahim000,thomas123456,1-0,2022.07.06,15:05:48,1933,1886,+5,-5,Standard,60+0,D00,Normal
Rated bullet game,https://lichess.org/jQLOvcTM,2022.07.06,thomas123456,rahim000,1-0,2022.07.06,15:03:42,1880,1939,+6,-6,Standard,60+0,C41,Time forfeit
Rated bullet game,https://lichess.org/3lubQe0w,2022.07.06,rahim000,thomas123456,0-1,2022.07.06,15:01:37,1946,1873,-7,+7,Standard,60+0,D00,Time forfeit
Rated bullet game,https://lichess.org/8HKr8yZN,2022.07.06,thomas123456,rahim000,1-0,2022.07.06,14:59:30,1866,1953,+7,-7,Standard,60+0,B01,Time forfeit
Rated bullet game,https://lichess.org/FgI2lnW5,2022.07.06,rahim000,thomas123456,1-0,2022.07.06,14:58:52,1949,1870,+4,-4,Standard,60+0,D00,Normal
Rated bullet game,https://lichess.org/RFsln9o6,2022.07.06,thomas123456,rahim000,0-1,2022.07.06,14:57:35,1875,1944,-5,+5,Standard,60+0,B01,Normal
Rated bullet game,https://lichess.org/q67HQr2L,2022.07.06,rahim000,thomas123456,1-0,2022.07.06,14:55:31,1939,1879,+5,-4,Standard,60+0,D00,Time forfeit
Rated bullet game,https://lichess.org/VDnh4n3x,2022.07.06,thomas123456,rahim000,0-1,2022.07.06,14:53:58,1884,1934,-5,+5,Standard,60+0,B01,Normal
Rated bullet game,https://lichess.org/dx3AhYKy,2022.07.06,thomas123456,shubhamking,1-0,2022.07.06,14:51:55,1879,1856,+5,-5,Standard,60+0,C30,Normal
Rated bullet game,https://lichess.org/CVUbghMk,2022.07.06,thomas123456,mikhailtal770,1-0,2022.07.06,14:49:49,1873,1850,+6,-5,Standard,60+0,B00,Time forfeit
Rated bullet game,https://lichess.org/RGLH4m56,2022.07.06,Prestige02,thomas123456,1/2-1/2,2022.07.06,14:47:32,1891,1873,+0,+0,Standard,60+0,D04,Time forfeit
Rated bullet game,https://lichess.org/ZIQ2ZVec,2022.07.06,thomas123456,Usakovskiy,1-0,2022.07.06,14:46:07,1866,1976,+7,-8,Standard,60+0,B10,Normal
Rated bullet game,https://lichess.org/kA44TFoG,2022.07.06,Usakovskiy,thomas123456,1-0,2022.07.06,14:44:49,1972,1870,+4,-4,Standard,60+0,B00,Normal
Rated bullet game,https://lichess.org/gENvL9WF,2022.07.06,thomas123456,Usakovskiy,1-0,2022.07.06,14:42:30,1862,1979,+8,-7,Standard,60+0,B40,Time forfeit
Rated bullet game,https://lichess.org/xezYlU8g,2022.07.06,Usakovskiy,thomas123456,1-0,2022.07.06,14:40:16,1975,1866,+4,-4,Standard,60+0,C30,Time forfeit
Rated bullet game,https://lichess.org/m2KAnn0K,2022.07.06,Beshoiy,thomas123456,0-1,2022.07.06,14:38:04,1981,1858,-8,+8,Standard,60+0,C50,Time forfeit
Rated bullet game,https://lichess.org/ADzuEqnS,2022.07.06,thomas123456,Beshoiy,0-1,2022.07.06,14:36:04,1862,1977,-4,+4,Standard,60+0,B50,Time forfeit
Rated bullet game,https://lichess.org/KIzBIJuu,2022.07.06,pax_requiem,thomas123456,0-1,2022.07.06,14:33:27,1840,1857,-5,+5,Standard,60+0,A40,Time forfeit
Rated bullet game,https://lichess.org/x95m1mBb,2022.07.06,thomas123456,pax_requiem,1-0,2022.07.06,14:30:57,1851,1846,+6,-6,Standard,60+0,B50,Time forfeit
Rated bullet game,https://lichess.org/aJVUxNgp,2022.07.06,pax_requiem,thomas123456,1-0,2022.07.06,14:28:30,1840,1857,+6,-6,Standard,60+0,A00,Time forfeit
Rated bullet game,https://lichess.org/XGBiV8ji,2022.07.06,thomas123456,dstevens69,0-1,2022.07.06,14:26:27,1862,1901,-5,+5,Standard,60+0,C40,Normal
Rated bullet game,https://lichess.org/rAuJlmGj,2022.07.06,dstevens69,thomas123456,1-0,2022.07.06,14:24:20,1896,1867,+5,-5,Standard,60+0,C21,Time forfeit
Rated bullet game,https://lichess.org/p02aaGz1,2022.07.05,thomas123456,jmansilla,1-0,2022.07.05,11:33:11,1863,1813,+4,-12,Standard,60+0,B13,Time forfeit
Rated bullet game,https://lichess.org/w6rapNU8,2022.07.05,Aktau36,thomas123456,0-1,2022.07.05,11:31:09,1910,1856,-7,+7,Standard,60+0,C44,Time forfeit
Rated bullet game,https://lichess.org/gvNck5kc,2022.07.05,thomas123456,Anup1255,0-1,2022.07.05,09:01:03,1862,1862,-6,+6,Standard,60+0,B02,Time forfeit
Rated bullet game,https://lichess.org/bdtiM1CU,2022.07.01,susanta7,thomas123456,1-0,2022.07.01,15:14:27,1863,1867,+5,-5,Standard,60+0,C20,Normal
Rated bullet game,https://lichess.org/46p1ee9K,2022.07.01,tal-7,thomas123456,0-1,2022.07.01,15:13:02,1873,1862,-6,+5,Standard,60+0,C51,Normal
Rated bullet game,https://lichess.org/nn4OsXEr,2022.07.01,thomas123456,tal-7,0-1,2022.07.01,15:10:50,1867,1867,-5,+6,Standard,60+0,C41,Time forfeit
Rated bullet game,https://lichess.org/6htqH2lA,2022.07.01,tal-7,thomas123456,1-0,2022.07.01,15:08:34,1861,1873,+6,-6,Standard,60+0,C51,Time forfeit
Rated bullet game,https://lichess.org/vmz364iy,2022.07.01,thomas123456,tal-7,1-0,2022.07.01,15:06:43,1867,1867,+6,-6,Standard,60+0,B00,Time forfeit
Rated bullet game,https://lichess.org/ij1Qwr2u,2022.07.01,tal-7,thomas123456,1-0,2022.07.01,15:04:40,1861,1873,+6,-6,Standard,60+0,C51,Time forfeit
Rated bullet game,https://lichess.org/D1h9d9aD,2022.07.01,thomas123456,tal-7,1-0,2022.07.01,15:02:25,1868,1867,+5,-6,Standard,60+0,C41,Time forfeit
Rated bullet game,https://lichess.org/TTRI0GFh,2022.07.01,tal-7,thomas123456,1-0,2022.07.01,15:00:23,1861,1873,+6,-5,Standard,60+0,C51,Time forfeit
Rated bullet game,https://lichess.org/O3ZvnZSu,2022.07.01,thomas123456,tal-7,1-0,2022.07.01,14:58:07,1868,1867,+5,-6,Standard,60+0,C41,Time forfeit
Rated bullet game,https://lichess.org/QzLacl8C,2022.07.01,thomas123456,EngineerTaygun,1-0,2022.07.01,14:55:52,1862,1868,+6,-6,Standard,60+0,B06,Normal
Rated bullet game,https://lichess.org/BQdDyX09,2022.06.30,thomas123456,mcaso,1-0,2022.06.30,15:06:36,1856,1869,+6,-6,Standard,60+0,B02,Normal
Rated bullet game,https://lichess.org/l6CFJLVv,2022.06.30,mcaso,thomas123456,0-1,2022.06.30,15:05:00,1875,1850,-6,+6,Standard,60+0,C51,Normal
Rated bullet game,https://lichess.org/tNAvt8vi,2022.06.30,thomas123456,mcaso,0-1,2022.06.30,15:02:56,1855,1870,-5,+5,Standard,60+0,B02,Time forfeit
Rated bullet game,https://lichess.org/Lt2Tl7op,2022.06.30,mcaso,thomas123456,0-1,2022.06.30,15:01:16,1876,1849,-6,+6,Standard,60+0,C51,Normal
Rated bullet game,https://lichess.org/jSAqf9zj,2022.06.30,thomas123456,mcaso,0-1,2022.06.30,14:59:18,1854,1871,-5,+5,Standard,60+0,B02,Time forfeit
Rated bullet game,https://lichess.org/WiCH697i,2022.06.30,mcaso,thomas123456,1-0,2022.06.30,14:57:12,1865,1860,+6,-6,Standard,60+0,C51,Time forfeit
Rated bullet game,https://lichess.org/KxAHcgEA,2022.06.30,thomas123456,mcaso,1-0,2022.06.30,14:55:14,1854,1871,+6,-6,Standard,60+0,B02,Time forfeit
Rated bullet game,https://lichess.org/pEgXw4vz,2022.06.30,mcaso,thomas123456,1-0,2022.06.30,14:53:11,1865,1860,+6,-6,Standard,60+0,C51,Time forfeit
Rated bullet game,https://lichess.org/fp2Hwhv0,2022.06.30,thomas123456,mcaso,0-1,2022.06.30,14:51:48,1865,1859,-5,+6,Standard,60+0,B02,Normal
Rated bullet game,https://lichess.org/GMHwEJL3,2022.06.30,mcaso,thomas123456,1-0,2022.06.30,14:49:38,1853,1871,+6,-6,Standard,60+0,C84,Time forfeit
Rated bullet game,https://lichess.org/KbojTVKE,2022.06.30,thomas123456,mcaso,0-1,2022.06.30,14:48:15,1877,1847,-6,+6,Standard,60+0,B02,Normal
Rated bullet game,https://lichess.org/Kez0lmvp,2022.06.30,mcaso,thomas123456,0-1,2022.06.30,14:46:46,1853,1872,-6,+5,Standard,60+0,C84,Normal
Rated bullet game,https://lichess.org/ofXY1iGK,2022.06.30,thomas123456,mcaso,0-1,2022.06.30,14:45:45,1878,1846,-6,+7,Standard,60+0,B02,Normal
Rated bullet game,https://lichess.org/nWOnIzJB,2022.06.30,mcaso,thomas123456,0-1,2022.06.30,14:43:38,1852,1873,-6,+5,Standard,60+0,C51,Time forfeit
Rated bullet game,https://lichess.org/P8BrE5b9,2022.06.30,thomas123456,mcaso,1-0,2022.06.30,14:42:31,1867,1857,+6,-5,Standard,60+0,B02,Normal
Rated bullet game,https://lichess.org/DTN8EFDX,2022.06.30,mcaso,thomas123456,0-1,2022.06.30,14:40:23,1863,1861,-6,+6,Standard,60+0,C51,Time forfeit
Rated bullet game,https://lichess.org/VI0fdVlX,2022.06.30,Aitutaki1,thomas123456,0-1,2022.06.30,14:38:10,1901,1855,-6,+6,Standard,60+0,C46,Time forfeit
Rated bullet game,https://lichess.org/eARXOrOU,2022.06.30,thomas123456,Master_SLI_17,1-0,2022.06.30,14:37:23,1851,1766,+4,-4,Standard,60+0,B00,Normal
Rated bullet game,https://lichess.org/3C6SRezU,2022.06.30,thomas123456,itamar879,0-1,2022.06.30,14:35:28,1856,1859,-5,+6,Standard,60+0,C47,Time forfeit
Rated bullet game,https://lichess.org/gruUknlh,2022.06.30,itamar879,thomas123456,0-1,2022.06.30,14:33:17,1865,1850,-6,+6,Standard,60+0,D00,Normal
Rated bullet game,https://lichess.org/I2JvbtZ8,2022.06.30,thomas123456,itamar879,0-1,2022.06.30,14:31:15,1856,1860,-6,+5,Standard,60+0,C42,Time forfeit
Rated bullet game,https://lichess.org/k1NsuDyn,2022.06.28,thomas123456,MakayM,0-1,2022.06.28,12:30:51,1862,1845,-6,+6,Standard,60+0,B01,Normal
Rated bullet game,https://lichess.org/APf902pO,2022.06.28,MakayM,thomas123456,0-1,2022.06.28,12:28:43,1850,1856,-5,+6,Standard,60+0,D00,Time forfeit
Rated bullet game,https://lichess.org/LvdUK9lm,2022.06.28,rmorera,thomas123456,0-1,2022.06.28,12:26:35,1859,1850,-5,+6,Standard,60+0,D04,Time forfeit
Rated bullet game,https://lichess.org/llfSntKq,2022.06.28,thomas123456,nikozg,0-1,2022.06.28,12:24:23,1856,1843,-6,+5,Standard,60+0,C00,Time forfeit
Rated bullet game,https://lichess.org/vo3ZYuQ5,2022.06.28,nikozg,thomas123456,1-0,2022.06.28,12:22:14,1836,1862,+7,-6,Standard,60+0,A00,Time forfeit
Rated bullet game,https://lichess.org/dLKzQc93,2022.06.28,thomas123456,X_pedricox_X,1-0,2022.06.28,12:21:16,1857,1829,+5,-6,Standard,60+0,B32,Normal
Rated bullet game,https://lichess.org/tyffPuvC,2022.06.28,thomas123456,Vadim228v,0-1,2022.06.28,12:18:59,1863,1862,-6,+5,Standard,60+0,B10,Time forfeit
Rated bullet game,https://lichess.org/iKyJAqB6,2022.06.28,Cave_caballum,thomas123456,0-1,2022.06.28,12:17:00,1726,1859,-4,+4,Standard,60+0,C30,Time forfeit
Rated bullet game,https://lichess.org/19gtJWRj,2022.06.28,jacekmpl,thomas123456,0-1,2022.06.28,12:14:53,1853,1853,-5,+6,Standard,60+0,C93,Time forfeit
Rated bullet game,https://lichess.org/seEw6YTj,2022.06.28,thomas123456,tictacto,1-0,2022.06.28,12:13:24,1847,1888,+6,-6,Standard,60+0,B10,Normal
Rated bullet game,https://lichess.org/c61XXi3X,2022.06.28,MiKoS89,thomas123456,1-0,2022.06.28,12:11:17,1920,1852,+4,-5,Standard,60+0,C44,Time forfeit
Rated bullet game,https://lichess.org/CtnKDuVG,2022.06.28,thomas123456,MiKoS89,0-1,2022.06.28,12:09:21,1856,1915,-4,+5,Standard,60+0,C58,Time forfeit
Rated bullet game,https://lichess.org/LhMpAHg4,2022.06.28,MiKoS89,thomas123456,1-0,2022.06.28,12:07:18,1910,1861,+5,-5,Standard,60+0,C44,Normal
Rated bullet game,https://lichess.org/0HdqtOgX,2022.06.28,thomas123456,MiKoS89,0-1,2022.06.28,12:05:13,1866,1905,-5,+5,Standard,60+0,C58,Normal
Rated bullet game,https://lichess.org/unQb8euv,2022.06.28,MiKoS89,thomas123456,1-0,2022.06.28,12:03:12,1900,1872,+5,-6,Standard,60+0,C44,Normal
Rated bullet game,https://lichess.org/XiJurIFA,2022.06.28,thomas123456,MiKoS89,1-0,2022.06.28,12:02:07,1865,1906,+7,-6,Standard,60+0,C58,Normal
